pixel,flux_adu
1.900000000000000000e+02,8.329999999999986358e+02
1.910000000000000000e+02,8.659999999999988631e+02
1.920000000000000000e+02,8.125000000000000000e+02
1.930000000000000000e+02,8.560000000000015916e+02
1.940000000000000000e+02,9.084999999999997726e+02
1.950000000000000000e+02,1.046499999999999318e+03
1.960000000000000000e+02,9.284999999999986358e+02
1.970000000000000000e+02,9.090000000000000000e+02
1.980000000000000000e+02,8.075000000000006821e+02
1.990000000000000000e+02,8.714999999999984084e+02
2.000000000000000000e+02,8.410000000000002274e+02
2.010000000000000000e+02,8.950000000000015916e+02
2.020000000000000000e+02,9.949999999999993179e+02
2.030000000000000000e+02,1.013999999999998863e+03
2.040000000000000000e+02,9.599999999999997726e+02
2.050000000000000000e+02,1.087999999999999773e+03
2.060000000000000000e+02,1.192499999999999318e+03
2.070000000000000000e+02,1.505999999999999773e+03
2.080000000000000000e+02,1.597999999999999545e+03
2.090000000000000000e+02,1.529499999999998636e+03
2.100000000000000000e+02,1.454000000000000682e+03
2.110000000000000000e+02,1.498999999999999318e+03
2.120000000000000000e+02,1.547500000000000909e+03
2.130000000000000000e+02,1.319000000000000455e+03
2.140000000000000000e+02,1.254500000000000909e+03
2.150000000000000000e+02,1.118499999999999318e+03
2.160000000000000000e+02,8.590000000000004547e+02
2.170000000000000000e+02,6.494999999999997726e+02
2.180000000000000000e+02,5.865000000000011369e+02
2.190000000000000000e+02,6.184999999999986358e+02
2.200000000000000000e+02,7.109999999999986358e+02
2.210000000000000000e+02,7.474999999999986358e+02
2.220000000000000000e+02,7.304999999999995453e+02
2.230000000000000000e+02,7.700000000000002274e+02
2.240000000000000000e+02,7.409999999999997726e+02
2.250000000000000000e+02,7.310000000000004547e+02
2.260000000000000000e+02,7.269999999999993179e+02
2.270000000000000000e+02,8.215000000000006821e+02
2.280000000000000000e+02,9.284999999999997726e+02
2.290000000000000000e+02,8.704999999999986358e+02
2.300000000000000000e+02,7.584999999999984084e+02
2.310000000000000000e+02,8.399999999999988631e+02
2.320000000000000000e+02,8.205000000000006821e+02
2.330000000000000000e+02,9.570000000000000000e+02
2.340000000000000000e+02,1.085500000000000000e+03
2.350000000000000000e+02,1.157499999999999773e+03
2.360000000000000000e+02,1.216499999999999091e+03
2.370000000000000000e+02,1.140000000000000000e+03
2.380000000000000000e+02,1.023999999999998863e+03
2.390000000000000000e+02,1.098500000000000000e+03
2.400000000000000000e+02,1.134500000000001137e+03
2.410000000000000000e+02,1.015000000000001137e+03
2.420000000000000000e+02,8.789999999999988631e+02
2.430000000000000000e+02,8.964999999999984084e+02
2.440000000000000000e+02,7.235000000000000000e+02
2.450000000000000000e+02,5.755000000000011369e+02
2.460000000000000000e+02,5.290000000000013642e+02
2.470000000000000000e+02,6.649999999999986358e+02
2.480000000000000000e+02,6.680000000000002274e+02
2.490000000000000000e+02,6.435000000000000000e+02
2.500000000000000000e+02,6.555000000000000000e+02
2.510000000000000000e+02,6.780000000000004547e+02
2.520000000000000000e+02,7.845000000000006821e+02
2.530000000000000000e+02,5.905000000000006821e+02
2.540000000000000000e+02,4.830000000000013074e+02
2.550000000000000000e+02,6.464999999999997726e+02
2.560000000000000000e+02,7.870000000000002274e+02
2.570000000000000000e+02,7.535000000000002274e+02
2.580000000000000000e+02,7.629999999999990905e+02
2.590000000000000000e+02,7.389999999999988631e+02
2.600000000000000000e+02,6.244999999999990905e+02
2.610000000000000000e+02,5.695000000000004547e+02
2.620000000000000000e+02,5.464999999999986358e+02
2.630000000000000000e+02,4.915000000000002274e+02
2.640000000000000000e+02,5.789999999999995453e+02
2.650000000000000000e+02,6.895000000000011369e+02
2.660000000000000000e+02,7.560000000000006821e+02
2.670000000000000000e+02,5.824999999999997726e+02
2.680000000000000000e+02,5.165000000000009095e+02
2.690000000000000000e+02,6.210000000000002274e+02
2.700000000000000000e+02,6.305000000000006821e+02
2.710000000000000000e+02,6.244999999999997726e+02
2.720000000000000000e+02,6.920000000000015916e+02
2.730000000000000000e+02,6.804999999999984084e+02
2.740000000000000000e+02,6.300000000000006821e+02
2.750000000000000000e+02,5.480000000000000000e+02
2.760000000000000000e+02,7.570000000000009095e+02
2.770000000000000000e+02,8.575000000000004547e+02
2.780000000000000000e+02,8.015000000000009095e+02
2.790000000000000000e+02,6.179999999999988631e+02
2.800000000000000000e+02,5.445000000000015916e+02
2.810000000000000000e+02,4.754999999999986358e+02
2.820000000000000000e+02,4.644999999999990905e+02
2.830000000000000000e+02,6.309999999999990905e+02
2.840000000000000000e+02,7.615000000000013642e+02
